timestamp,station,rainfall_mm,source
2026-04-01 10:05:53,IBALAN17,1.09,weather
2026-04-01 10:05:53,ITABAL8,1.8,weather
2026-04-01 10:05:53,ITABAL9,0.0,weather
2026-04-01T10:06,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T10:05,VP OB 1 SIS,0.0,meteobot
2026-04-01T10:07,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T10:06,CSA BONTANG SIS,0.0,meteobot
2026-04-01 12:53:11,IBALAN17,1.09,weather
2026-04-01 12:53:11,ITABAL8,1.8,weather
2026-04-01 12:53:11,ITABAL9,0.0,weather
2026-04-01T12:53,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T12:53,VP OB 1 SIS,0.0,meteobot
2026-04-01T12:54,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T12:53,CSA BONTANG SIS,0.0,meteobot
2026-04-01 14:20:12,IBALAN17,1.09,weather
2026-04-01 14:20:12,ITABAL8,1.8,weather
2026-04-01 14:20:12,ITABAL9,0.0,weather
2026-04-01T14:20,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T14:20,VP OB 1 SIS,0.0,meteobot
2026-04-01T14:21,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T14:20,CSA BONTANG SIS,0.0,meteobot
2026-04-01 15:57:22,IBALAN17,1.09,weather
2026-04-01 15:57:22,ITABAL8,1.8,weather
2026-04-01 15:57:22,ITABAL9,0.0,weather
2026-04-01T15:57,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T15:57,VP OB 1 SIS,0.0,meteobot
2026-04-01T15:58,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T15:57,CSA BONTANG SIS,0.0,meteobot
2026-04-01 17:03:58,IBALAN17,1.09,weather
2026-04-01 17:03:58,ITABAL8,1.8,weather
2026-04-01 17:03:58,ITABAL9,0.0,weather
2026-04-01T17:04,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T17:04,VP OB 1 SIS,0.0,meteobot
2026-04-01T17:05,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T17:04,CSA BONTANG SIS,0.0,meteobot
2026-04-01 18:13:46,IBALAN17,1.09,weather
2026-04-01 18:13:46,ITABAL8,1.8,weather
2026-04-01 18:13:46,ITABAL9,0.0,weather
2026-04-01T18:14,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T18:13,VP OB 1 SIS,0.0,meteobot
2026-04-01T18:14,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T18:14,CSA BONTANG SIS,0.0,meteobot
2026-04-01 19:13:49,IBALAN17,1.09,weather
2026-04-01 19:13:49,ITABAL8,1.8,weather
2026-04-01 19:13:49,ITABAL9,0.0,weather
2026-04-01T19:14,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T19:13,VP OB 1 SIS,0.0,meteobot
2026-04-01T19:14,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T19:14,CSA BONTANG SIS,0.0,meteobot
2026-04-01 20:01:26,IBALAN17,1.09,weather
2026-04-01 20:01:26,ITABAL8,1.8,weather
2026-04-01 20:01:26,ITABAL9,0.0,weather
2026-04-01T20:01,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T20:01,VP OB 1 SIS,0.0,meteobot
2026-04-01T20:02,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T20:02,CSA BONTANG SIS,0.0,meteobot
2026-04-01 21:57:29,IBALAN17,1.09,weather
2026-04-01 21:57:29,ITABAL8,1.8,weather
2026-04-01 21:57:29,ITABAL9,0.0,weather
2026-04-01T21:58,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T21:57,VP OB 1 SIS,0.0,meteobot
2026-04-01T21:58,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T21:58,CSA BONTANG SIS,0.0,meteobot
2026-04-01 23:03:56,IBALAN17,1.09,weather
2026-04-01 23:03:56,ITABAL8,1.8,weather
2026-04-01 23:03:56,ITABAL9,0.0,weather
2026-04-01T23:04,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T23:04,VP OB 1 SIS,0.0,meteobot
2026-04-01T23:05,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T23:04,CSA BONTANG SIS,0.0,meteobot
2026-04-02 00:11:01,IBALAN17,0.0,weather
2026-04-02 00:11:01,ITABAL8,0.0,weather
2026-04-02 00:11:01,ITABAL9,0.0,weather
2026-04-01T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T23:59,VP OB 1 SIS,0.0,meteobot
2026-04-01T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T23:59,CSA BONTANG SIS,0.0,meteobot
2026-04-02 01:10:08,IBALAN17,0.0,weather
2026-04-02 01:10:08,ITABAL8,0.0,weather
2026-04-02 01:10:08,ITABAL9,0.0,weather
2026-04-01T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-04-01T23:59,VP OB 1 SIS,0.0,meteobot
2026-04-01T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-04-01T23:59,CSA BONTANG SIS,0.0,meteobot
2026-04-02 02:02:34,IBALAN17,0.0,weather
2026-04-02 02:02:34,ITABAL8,0.0,weather
2026-04-02 02:02:34,ITABAL9,0.0,weather
